sale_id,sale_date,product_id,customer_id,quantity,unit_price,revenue,discount,allocated_transport,due_date
V001926,2024-06-17,P008,C015,24,614,14736,864,1244,2024-07-15
V001927,2024-06-17,P005,C049,18,904,16272,0,525,2024-07-07
V001928,2024-06-17,P012,C057,22,1556,34232,0,557,2024-06-25
V001929,2024-06-17,P019,C045,11,2953,32483,517,542,2024-06-26
V001930,2024-06-17,P007,C042,6,806,4836,0,204,2024-07-08
V001931,2024-06-17,P016,C003,27,1395,37665,0,1199,2024-06-30
V001932,2024-06-17,P009,C025,46,1912,87952,0,2002,2024-06-28
V001933,2024-06-17,P011,C022,10,493,4930,70,573,2024-07-11
V001934,2024-06-18,P011,C006,33,498,16434,66,1572,2024-06-30
V001935,2024-06-18,P020,C002,4,14400,57600,400,189,2024-07-12
V001936,2024-06-18,P009,C049,7,1971,13797,0,198,2024-07-08
V001937,2024-06-18,P014,C044,10,1098,10980,20,528,2024-07-02
V001938,2024-06-18,P010,C035,8,437,3496,104,207,2024-06-28
V001939,2024-06-18,P011,C066,14,521,7294,0,717,2024-07-13
V001940,2024-06-18,P008,C012,59,668,39412,0,3481,2024-07-04
V001941,2024-06-18,P015,C043,28,1019,28532,0,1624,2024-06-27
V001942,2024-06-18,P007,C011,5,825,4125,0,260,2024-07-13
V001943,2024-06-18,P008,C027,13,635,8255,195,601,2024-07-03
V001944,2024-06-18,P016,C078,30,1276,38280,2220,871,2024-06-26
V001945,2024-06-18,P002,C057,12,13557,162684,0,681,2024-06-26
V001946,2024-06-18,P007,C016,25,810,20250,0,1369,2024-07-18
V001947,2024-06-18,P008,C021,9,643,5787,63,512,2024-07-15
V001948,2024-06-18,P010,C028,12,448,5376,24,364,2024-07-18
V001949,2024-06-18,P009,C037,27,1956,52812,0,1329,2024-06-27
V001950,2024-06-18,P002,C080,33,12109,399597,36003,732,2024-06-30
V001951,2024-06-19,P001,C012,8,16221,129768,0,284,2024-07-05
V001952,2024-06-19,P020,C009,26,14299,371774,5226,1437,2024-07-13
V001953,2024-06-19,P016,C048,20,1281,25620,1380,1728,2024-07-11
V001954,2024-06-19,P007,C030,22,781,17182,418,1226,2024-06-26
V001955,2024-06-19,P015,C042,53,1010,53530,0,1972,2024-07-10
V001956,2024-06-19,P005,C050,18,918,16524,0,955,2024-06-27
V001957,2024-06-19,P005,C052,15,928,13920,0,319,2024-07-02
V001958,2024-06-19,P005,C076,37,935,34595,0,1717,2024-07-02
V001959,2024-06-19,P009,C044,10,1968,19680,0,639,2024-07-03
V001960,2024-06-19,P018,C036,11,2882,31702,198,356,2024-07-05
V001961,2024-06-19,P006,C063,13,6161,80093,507,696,2024-07-01
V001962,2024-06-19,P016,C028,18,1340,24120,180,929,2024-07-19
V001963,2024-06-19,P010,C080,18,436,7848,252,938,2024-07-01
V001964,2024-06-19,P012,C017,8,1420,11360,240,393,2024-07-16
V001965,2024-06-19,P011,C030,91,486,44226,1274,4227,2024-06-26
V001966,2024-06-19,P011,C074,59,537,31683,0,1593,2024-07-17
V001967,2024-06-19,P019,C030,36,3031,109116,0,1319,2024-06-26
V001968,2024-06-19,P019,C061,37,3076,113812,0,1367,2024-07-19
V001969,2024-06-20,P020,C042,8,13646,109168,6832,239,2024-07-11
V001970,2024-06-20,P009,C009,15,1914,28710,0,535,2024-07-14
V001971,2024-06-20,P005,C047,9,873,7857,243,583,2024-07-20
V001972,2024-06-20,P016,C072,11,1292,14212,638,842,2024-07-02
V001973,2024-06-20,P020,C069,23,15480,356040,0,1248,2024-06-29
V001974,2024-06-20,P017,C065,6,2310,13860,840,332,2024-07-16
V001975,2024-06-20,P001,C039,14,16278,227892,0,669,2024-07-14
V001976,2024-06-20,P014,C011,10,1142,11420,0,444,2024-07-15
V001977,2024-06-21,P018,C021,30,2963,88890,0,1530,2024-07-18
V001978,2024-06-21,P009,C026,30,1918,57540,0,1511,2024-06-30
V001979,2024-06-21,P001,C016,9,15203,136827,2673,414,2024-07-21
V001980,2024-06-21,P013,C071,7,3169,22183,217,362,2024-07-09
V001981,2024-06-21,P020,C005,25,14506,362650,0,1040,2024-07-16
V001982,2024-06-21,P017,C008,47,2254,105938,9212,2142,2024-07-09
V001983,2024-06-21,P005,C020,11,897,9867,33,439,2024-07-20
V001984,2024-06-21,P012,C046,14,1450,20300,0,434,2024-07-05
V001985,2024-06-21,P018,C008,21,2853,59913,987,1034,2024-07-09
V001986,2024-06-21,P003,C027,18,2455,44190,0,721,2024-07-06
V001987,2024-06-21,P008,C008,28,691,19348,0,1469,2024-07-09
V001988,2024-06-21,P008,C062,14,668,9352,0,486,2024-07-14
V001989,2024-06-21,P011,C050,47,530,24910,0,2231,2024-06-29
V001990,2024-06-21,P016,C004,37,1337,49469,481,1626,2024-07-20
V001991,2024-06-21,P019,C005,9,3163,28467,0,413,2024-07-16
V001992,2024-06-21,P019,C048,21,2952,61992,1008,1032,2024-07-13
V001993,2024-06-22,P020,C037,13,13764,178932,9568,776,2024-07-01
V001994,2024-06-22,P020,C033,15,14483,217245,255,765,2024-07-03
V001995,2024-06-23,P015,C004,3,952,2856,84,81,2024-07-22
V001996,2024-06-23,P007,C024,9,808,7272,0,561,2024-07-16
V001997,2024-06-23,P007,C026,60,787,47220,780,3751,2024-07-02
V001998,2024-06-23,P007,C076,34,837,28458,0,1722,2024-07-06
V001999,2024-06-23,P019,C033,33,3098,102234,0,1356,2024-07-04
V002000,2024-06-23,P011,C059,9,487,4383,117,372,2024-07-17
V002001,2024-06-24,P003,C079,9,2264,20376,1224,177,2024-07-01
V002002,2024-06-24,P012,C010,9,1446,13014,36,433,2024-07-10
V002003,2024-06-24,P004,C039,9,11457,103113,0,277,2024-07-18
V002004,2024-06-24,P007,C016,24,829,19896,0,942,2024-07-24
V002005,2024-06-24,P001,C015,10,15988,159880,0,335,2024-07-22
V002006,2024-06-24,P018,C035,8,2737,21896,1304,380,2024-07-04
V002007,2024-06-24,P005,C028,7,916,6412,0,239,2024-07-24
V002008,2024-06-24,P001,C074,73,16573,1209829,0,2833,2024-07-22
V002009,2024-06-24,P010,C062,12,431,5172,228,214,2024-07-17
V002010,2024-06-24,P007,C031,61,808,49288,0,2739,2024-07-17
V002011,2024-06-24,P019,C056,25,3043,76075,0,666,2024-07-06
V002012,2024-06-25,P010,C047,9,458,4122,0,283,2024-07-25
V002013,2024-06-25,P012,C048,34,1419,48246,1054,2056,2024-07-17
V002014,2024-06-25,P014,C023,23,1165,26795,0,986,2024-07-20
V002015,2024-06-25,P005,C064,27,913,24651,0,1182,2024-07-14
V002016,2024-06-25,P009,C018,15,1791,26865,1635,738,2024-07-03
V002017,2024-06-26,P002,C044,21,12759,267939,9261,704,2024-07-10
V002018,2024-06-26,P018,C021,50,3078,153900,0,2098,2024-07-23
V002019,2024-06-26,P013,C011,21,3196,67116,84,1264,2024-07-21
V002020,2024-06-26,P006,C030,52,6008,312416,9984,2378,2024-07-03
V002021,2024-06-26,P012,C071,55,1465,80575,0,2054,2024-07-14
V002022,2024-06-26,P012,C053,8,1494,11952,0,483,2024-07-11
V002023,2024-06-26,P007,C001,38,837,31806,0,1356,2024-07-10
V002024,2024-06-26,P010,C031,30,456,13680,0,1847,2024-07-19
V002025,2024-06-26,P007,C004,9,814,7326,0,600,2024-07-25
V002026,2024-06-27,P003,C033,18,2516,45288,0,702,2024-07-08
V002027,2024-06-27,P001,C077,13,15648,203424,0,744,2024-07-12
V002028,2024-06-27,P019,C062,29,2876,83404,3596,442,2024-07-20
V002029,2024-06-27,P016,C041,16,1267,20272,1328,777,2024-07-26
V002030,2024-06-27,P018,C013,16,3081,49296,0,401,2024-07-16
V002031,2024-06-27,P016,C004,27,1350,36450,0,1357,2024-07-26
V002032,2024-06-28,P004,C059,16,10171,162736,5264,589,2024-07-22
V002033,2024-06-28,P011,C040,24,477,11448,552,1200,2024-07-11
V002034,2024-06-28,P004,C002,33,10460,345180,1320,1400,2024-07-22
V002035,2024-06-28,P017,C057,11,2484,27324,0,340,2024-07-06
V002036,2024-06-28,P002,C033,27,12205,329535,26865,1254,2024-07-09
V002037,2024-06-28,P010,C021,15,456,6840,0,661,2024-07-25
V002038,2024-06-28,P016,C063,12,1348,16176,24,330,2024-07-10
V002039,2024-06-28,P006,C049,11,6288,69168,0,416,2024-07-18
V002040,2024-06-28,P015,C015,22,944,20768,792,1294,2024-07-26
V002041,2024-06-28,P001,C068,40,14956,598240,21760,1665,2024-07-25
V002042,2024-06-28,P002,C036,15,13380,200700,0,706,2024-07-14
V002043,2024-06-29,P012,C061,5,1536,7680,0,157,2024-07-29
V002044,2024-06-29,P004,C004,8,10296,82368,1632,270,2024-07-28
V002045,2024-06-29,P018,C048,22,3046,67012,0,920,2024-07-21
V002046,2024-06-29,P019,C053,12,2998,35976,24,397,2024-07-14
V002047,2024-06-29,P012,C008,20,1411,28220,780,871,2024-07-17
V002048,2024-06-29,P017,C002,6,2423,14538,162,319,2024-07-23
V002049,2024-06-29,P016,C028,10,1329,13290,210,457,2024-07-29
V002050,2024-06-29,P013,C071,27,3221,86967,0,1043,2024-07-17
V002051,2024-06-29,P005,C066,1,917,917,0,48,2024-07-24
V002052,2024-06-29,P014,C047,13,1133,14729,0,622,2024-07-29
V002053,2024-06-29,P013,C004,5,3114,15570,430,272,2024-07-28
V002054,2024-06-29,P008,C017,12,627,7524,276,531,2024-07-26
V002055,2024-06-30,P006,C031,23,6233,143359,0,744,2024-07-23
V002056,2024-06-30,P001,C054,33,15171,500643,10857,1190,2024-07-24
V002057,2024-06-30,P013,C036,16,3283,52528,0,639,2024-07-16
V002058,2024-06-30,P018,C078,15,2864,42960,540,606,2024-07-08
V002059,2024-06-30,P013,C076,28,3087,86436,3164,1090,2024-07-13
V002060,2024-06-30,P003,C063,23,2265,52095,3105,568,2024-07-12
V002061,2024-06-30,P010,C077,20,479,9580,0,608,2024-07-15
V002062,2024-06-30,P019,C025,15,3058,45870,0,482,2024-07-11
V002063,2024-06-30,P014,C036,12,1064,12768,432,333,2024-07-16
V002064,2024-06-30,P005,C038,6,891,5346,54,181,2024-07-24
V002065,2024-06-30,P007,C060,22,791,17402,198,457,2024-07-13
V002066,2024-06-30,P008,C027,27,625,16875,675,1792,2024-07-15
V002067,2024-07-01,P012,C032,13,1501,19513,0,514,2024-07-28
V002068,2024-07-01,P011,C019,14,512,7168,0,745,2024-07-16
V002069,2024-07-01,P018,C051,22,2838,62436,1364,918,2024-07-20
V002070,2024-07-01,P002,C055,26,13585,353210,0,1380,2024-07-08
V002071,2024-07-01,P011,C016,12,504,6048,0,79,2024-07-31
V002072,2024-07-01,P002,C009,11,13107,144177,1023,725,2024-07-25
V002073,2024-07-01,P014,C027,14,1110,15540,0,855,2024-07-16
V002074,2024-07-01,P009,C071,16,1987,31792,0,757,2024-07-19
V002075,2024-07-01,P008,C022,8,660,5280,0,348,2024-07-25
V002076,2024-07-01,P020,C035,29,14512,420848,0,1660,2024-07-11
V002077,2024-07-01,P008,C059,62,666,41292,0,2492,2024-07-25
V002078,2024-07-01,P001,C031,28,16178,452984,0,758,2024-07-24
V002079,2024-07-01,P015,C028,16,1022,16352,0,1046,2024-07-31
V002080,2024-07-01,P020,C049,7,13546,94822,6678,381,2024-07-21
V002081,2024-07-01,P011,C042,6,486,2916,84,320,2024-07-22
V002082,2024-07-01,P007,C048,65,814,52910,0,3616,2024-07-23
V002083,2024-07-01,P007,C041,16,787,12592,208,319,2024-07-30
V002084,2024-07-01,P013,C077,32,3175,101600,800,1329,2024-07-16
V002085,2024-07-01,P001,C050,22,16076,353672,0,1026,2024-07-09
V002086,2024-07-02,P014,C012,18,1090,19620,180,1282,2024-07-18
V002087,2024-07-02,P009,C062,12,1831,21972,828,451,2024-07-25
V002088,2024-07-02,P017,C026,10,2611,26110,0,593,2024-07-11
V002089,2024-07-02,P003,C079,25,2571,64275,0,1457,2024-07-09
V002090,2024-07-02,P015,C020,3,966,2898,42,214,2024-07-31
V002091,2024-07-02,P008,C053,12,651,7812,0,603,2024-07-17
V002092,2024-07-02,P002,C074,44,14255,627220,0,1620,2024-07-30
V002093,2024-07-02,P006,C037,50,6326,316300,0,1980,2024-07-11
V002094,2024-07-02,P007,C078,25,799,19975,25,1454,2024-07-10
V002095,2024-07-02,P006,C069,9,6224,56016,0,232,2024-07-11
V002096,2024-07-02,P005,C069,38,962,36556,0,1759,2024-07-11
V002097,2024-07-02,P009,C066,40,1953,78120,0,1505,2024-07-27
V002098,2024-07-02,P006,C007,16,6215,99440,0,983,2024-07-19
V002099,2024-07-02,P012,C074,36,1373,49428,2772,1810,2024-07-30
V002100,2024-07-02,P008,C021,37,670,24790,0,1842,2024-07-29
V002101,2024-07-02,P001,C037,16,15261,244176,3824,547,2024-07-11
V002102,2024-07-02,P018,C052,45,2826,127170,3330,1502,2024-07-15
V002103,2024-07-02,P020,C074,53,14506,768818,0,1611,2024-07-30
V002104,2024-07-03,P006,C065,31,6283,194773,0,1428,2024-07-29
V002105,2024-07-03,P012,C039,16,1508,24128,0,753,2024-07-27
V002106,2024-07-03,P001,C028,16,16154,258464,0,1027,2024-08-02
V002107,2024-07-03,P005,C039,17,955,16235,0,507,2024-07-27
V002108,2024-07-03,P009,C063,13,1869,24297,403,661,2024-07-15
V002109,2024-07-03,P005,C054,39,927,36153,0,2285,2024-07-27
V002110,2024-07-03,P004,C038,16,11146,178336,0,504,2024-07-27
V002111,2024-07-03,P014,C010,23,1056,24288,1012,1010,2024-07-19
V002112,2024-07-03,P016,C009,16,1375,22000,0,666,2024-07-27
V002113,2024-07-03,P004,C019,37,10908,403596,0,1860,2024-07-18
V002114,2024-07-03,P017,C048,8,2479,19832,0,258,2024-07-25
V002115,2024-07-03,P020,C042,15,14241,213615,3885,665,2024-07-24
V002116,2024-07-03,P015,C063,17,958,16286,374,543,2024-07-15
V002117,2024-07-03,P019,C065,43,2940,126420,2580,1465,2024-07-29
V002118,2024-07-03,P009,C019,9,1885,16965,135,424,2024-07-18
V002119,2024-07-03,P010,C002,22,454,9988,0,855,2024-07-27
V002120,2024-07-03,P018,C073,34,2863,97342,1258,1546,2024-07-30
V002121,2024-07-04,P006,C064,5,6275,31375,0,174,2024-07-23
V002122,2024-07-04,P012,C061,39,1351,52689,3861,1402,2024-08-03
V002123,2024-07-04,P011,C042,21,512,10752,0,656,2024-07-25
V002124,2024-07-04,P009,C077,30,1928,57840,0,998,2024-07-19
V002125,2024-07-04,P009,C043,40,2102,84080,0,1548,2024-07-13
V002126,2024-07-04,P002,C076,3,13405,40215,0,148,2024-07-17
V002127,2024-07-04,P008,C029,35,693,24255,0,1037,2024-07-31
V002128,2024-07-04,P018,C065,11,2820,31020,880,553,2024-07-30
V002129,2024-07-04,P003,C032,9,2428,21852,0,388,2024-07-31
V002130,2024-07-04,P011,C008,13,511,6643,0,730,2024-07-22
V002131,2024-07-04,P001,C043,16,15030,240480,7520,617,2024-07-13
V002132,2024-07-04,P008,C037,4,634,2536,64,236,2024-07-13
V002133,2024-07-04,P019,C049,10,3195,31950,0,281,2024-07-24
V002134,2024-07-04,P005,C007,12,914,10968,0,420,2024-07-21
V002135,2024-07-04,P019,C012,16,2729,43664,4336,435,2024-07-20
V002136,2024-07-04,P020,C001,31,14744,457064,0,1720,2024-07-18
V002137,2024-07-04,P016,C014,13,1359,17667,0,534,2024-07-22
V002138,2024-07-04,P020,C037,9,14678,132102,0,354,2024-07-13
V002139,2024-07-05,P004,C064,29,11204,324916,0,1441,2024-07-24
V002140,2024-07-05,P006,C061,34,6019,204646,6154,1511,2024-08-04
V002141,2024-07-05,P013,C054,31,3296,102176,0,1364,2024-07-29
V002142,2024-07-05,P011,C027,14,504,7056,0,687,2024-07-20
V002143,2024-07-05,P019,C016,13,2967,38571,429,689,2024-08-04
V002144,2024-07-05,P016,C056,4,1315,5260,140,118,2024-07-17
V002145,2024-07-05,P019,C039,37,2973,110001,999,1685,2024-07-29
V002146,2024-07-05,P006,C051,14,5882,82348,4452,634,2024-07-24
V002147,2024-07-05,P013,C042,14,3195,44730,70,367,2024-07-26
V002148,2024-07-05,P011,C073,33,507,16731,0,1311,2024-08-01
V002149,2024-07-05,P009,C054,16,1951,31216,0,898,2024-07-29
V002150,2024-07-05,P016,C036,13,1300,16900,650,404,2024-07-21
V002151,2024-07-05,P020,C048,16,14681,234896,0,218,2024-07-27
V002152,2024-07-05,P007,C028,5,829,4145,0,148,2024-08-04
V002153,2024-07-05,P009,C068,15,1772,26580,1920,454,2024-08-01
V002154,2024-07-05,P007,C056,61,870,53070,0,3208,2024-07-17
V002155,2024-07-05,P019,C071,18,3139,56502,0,842,2024-07-23
V002156,2024-07-05,P003,C061,37,2230,82510,6290,1874,2024-08-04
V002157,2024-07-05,P019,C030,13,3159,41067,0,393,2024-07-12
V002158,2024-07-05,P008,C075,13,644,8372,78,576,2024-07-15
V002159,2024-07-06,P008,C051,29,654,18966,0,1282,2024-07-25
V002160,2024-07-06,P010,C077,28,433,12124,476,1060,2024-07-21
V002161,2024-07-06,P018,C037,43,2890,124270,430,1616,2024-07-15
V002162,2024-07-06,P007,C002,25,759,18975,1025,546,2024-07-30
V002163,2024-07-06,P001,C013,9,15235,137115,2385,306,2024-07-25
V002164,2024-07-06,P014,C027,29,1103,31987,0,1019,2024-07-21
V002165,2024-07-06,P018,C071,23,2929,67367,0,1151,2024-07-24
V002166,2024-07-06,P001,C031,29,15898,461042,0,1839,2024-07-29
V002167,2024-07-06,P011,C016,20,480,9600,400,838,2024-08-05
V002168,2024-07-07,P020,C036,32,14765,472480,0,1571,2024-07-23
V002169,2024-07-07,P007,C070,67,847,56749,0,2753,2024-07-17
V002170,2024-07-07,P003,C021,12,2441,29292,0,377,2024-08-03
V002171,2024-07-07,P016,C045,35,1379,48265,0,895,2024-07-16
V002172,2024-07-07,P013,C028,7,3052,21364,1036,327,2024-08-06
V002173,2024-07-07,P003,C030,40,2328,93120,2880,1911,2024-07-14
V002174,2024-07-07,P012,C026,8,1525,12200,0,375,2024-07-16
V002175,2024-07-07,P012,C044,11,1549,17039,0,445,2024-07-21
V002176,2024-07-07,P003,C018,51,2361,120411,1989,2180,2024-07-15
V002177,2024-07-08,P016,C064,22,1352,29744,0,857,2024-07-27
V002178,2024-07-08,P002,C041,10,13084,130840,1160,465,2024-08-06
V002179,2024-07-08,P004,C008,3,11492,34476,0,124,2024-07-26
V002180,2024-07-08,P012,C010,19,1440,27360,190,884,2024-07-24
V002181,2024-07-08,P010,C042,13,462,6006,0,730,2024-07-29
V002182,2024-07-08,P020,C013,16,14459,231344,656,892,2024-07-27
V002183,2024-07-08,P004,C024,24,10072,241728,10272,1123,2024-07-31
V002184,2024-07-08,P010,C071,34,446,15164,136,1373,2024-07-26
V002185,2024-07-09,P002,C040,44,13000,572000,8800,1630,2024-07-22
V002186,2024-07-09,P002,C018,22,12685,279070,11330,1033,2024-07-17
V002187,2024-07-09,P012,C052,21,1395,29295,1155,770,2024-07-22
V002188,2024-07-09,P008,C011,16,681,10896,0,573,2024-08-03
V002189,2024-07-09,P004,C003,17,10921,185657,0,1003,2024-07-22
V002190,2024-07-09,P017,C031,20,2491,49820,0,501,2024-08-01
V002191,2024-07-09,P007,C064,21,810,17010,0,1307,2024-07-28
V002192,2024-07-09,P007,C068,15,828,12420,0,645,2024-08-05
V002193,2024-07-09,P019,C037,10,3126,31260,0,330,2024-07-18
V002194,2024-07-09,P009,C078,17,1771,30107,2193,839,2024-07-17
V002195,2024-07-09,P009,C017,31,1748,54188,4712,925,2024-08-05
V002196,2024-07-09,P008,C017,27,650,17550,0,1315,2024-08-05
V002197,2024-07-09,P003,C051,11,2506,27566,0,451,2024-07-28
V002198,2024-07-09,P007,C015,11,828,9108,0,662,2024-08-06
V002199,2024-07-09,P004,C048,14,10201,142814,4186,416,2024-07-31
V002200,2024-07-09,P015,C026,32,963,30816,544,1599,2024-07-18
V002201,2024-07-10,P016,C063,48,1349,64752,48,2774,2024-07-22
V002202,2024-07-10,P006,C008,35,6230,218050,0,1770,2024-07-28
V002203,2024-07-10,P010,C019,14,452,6328,0,441,2024-07-25
V002204,2024-07-10,P017,C009,23,2392,55016,1334,798,2024-08-03
V002205,2024-07-10,P009,C062,40,1829,73160,2840,1863,2024-08-02
V002206,2024-07-10,P005,C003,48,831,39888,3312,3281,2024-07-23
V002207,2024-07-10,P018,C066,24,2889,69336,264,1356,2024-08-04
V002208,2024-07-10,P009,C013,9,1934,17406,0,235,2024-07-29
V002209,2024-07-10,P001,C009,38,15524,589912,0,2081,2024-08-03
V002210,2024-07-10,P008,C072,51,696,35496,0,1663,2024-07-22
V002211,2024-07-10,P016,C068,10,1292,12920,580,398,2024-08-06
V002212,2024-07-11,P016,C025,5,1341,6705,45,163,2024-07-22
V002213,2024-07-11,P009,C076,11,1949,21439,0,345,2024-07-24
V002214,2024-07-11,P019,C046,8,3026,24208,0,428,2024-07-25
V002215,2024-07-11,P002,C044,10,12673,126730,5270,422,2024-07-25
V002216,2024-07-12,P018,C003,25,2958,73950,0,993,2024-07-25
V002217,2024-07-12,P002,C027,18,13185,237330,270,710,2024-07-27
V002218,2024-07-12,P018,C057,27,2922,78894,0,1519,2024-07-20
V002219,2024-07-12,P002,C033,11,12771,140481,4719,419,2024-07-23
V002220,2024-07-12,P007,C012,15,837,12555,0,896,2024-07-28
V002221,2024-07-12,P020,C069,11,14448,158928,572,574,2024-07-21
V002222,2024-07-12,P001,C063,31,15087,467697,12803,1570,2024-07-24
V002223,2024-07-12,P003,C065,68,2385,162180,1020,3908,2024-08-07
V002224,2024-07-12,P012,C046,37,1493,55241,0,2290,2024-07-26
V002225,2024-07-12,P019,C003,25,3034,75850,0,928,2024-07-25
V002226,2024-07-12,P002,C023,13,13545,176085,0,713,2024-08-06
V002227,2024-07-12,P015,C029,23,972,22356,184,597,2024-08-08
V002228,2024-07-12,P012,C039,38,1413,53694,1406,911,2024-08-05
V002229,2024-07-12,P006,C061,17,6331,107627,0,793,2024-08-11
V002230,2024-07-12,P014,C014,8,1045,8360,440,419,2024-07-30
V002231,2024-07-12,P006,C035,46,6399,294354,0,1617,2024-07-22
V002232,2024-07-12,P019,C075,21,3106,65226,0,869,2024-07-22
V002233,2024-07-13,P015,C036,11,1035,11385,0,389,2024-07-29
V002234,2024-07-13,P001,C026,16,14289,228624,19376,623,2024-07-22
V002235,2024-07-13,P019,C015,29,3162,91698,0,1494,2024-08-10
V002236,2024-07-13,P018,C015,22,2806,61732,2068,653,2024-08-10
V002237,2024-07-13,P005,C007,20,902,18040,0,1024,2024-07-30
V002238,2024-07-13,P002,C066,48,13714,658272,0,2482,2024-08-07
V002239,2024-07-13,P003,C044,20,2393,47860,140,1202,2024-07-27
V002240,2024-07-13,P006,C006,11,6308,69388,0,724,2024-07-25
V002241,2024-07-13,P008,C012,21,683,14343,0,1120,2024-07-29
V002242,2024-07-13,P018,C011,29,2942,85318,0,1546,2024-08-07
V002243,2024-07-13,P011,C004,9,502,4518,0,209,2024-08-11
V002244,2024-07-14,P003,C011,30,2431,72930,0,986,2024-08-08
V002245,2024-07-14,P018,C048,10,2864,28640,360,491,2024-08-05
V002246,2024-07-14,P017,C038,29,2585,74965,0,1629,2024-08-07
V002247,2024-07-14,P020,C074,21,13641,286461,18039,885,2024-08-11
V002248,2024-07-14,P005,C023,33,893,29469,231,1404,2024-08-08
V002249,2024-07-14,P013,C061,8,3349,26792,0,381,2024-08-13
V002250,2024-07-14,P001,C034,40,14580,583200,36800,1643,2024-08-06
V002251,2024-07-14,P017,C036,21,2392,50232,1218,874,2024-07-30
V002252,2024-07-14,P005,C035,81,893,72333,567,3870,2024-07-24
V002253,2024-07-14,P010,C022,33,474,15642,0,1648,2024-08-07
V002254,2024-07-14,P016,C007,17,1298,22066,884,597,2024-07-31
V002255,2024-07-15,P020,C046,29,15569,451501,0,1007,2024-07-29
V002256,2024-07-15,P006,C017,10,6306,63060,0,468,2024-08-11
V002257,2024-07-15,P013,C033,30,3071,92130,3870,1198,2024-07-26
V002258,2024-07-15,P001,C034,24,14926,358224,13776,939,2024-08-07
V002259,2024-07-15,P016,C064,35,1376,48160,0,2202,2024-08-03
V002260,2024-07-15,P007,C068,26,802,20852,0,1636,2024-08-11
V002261,2024-07-15,P005,C052,24,920,22080,0,1410,2024-07-28
V002262,2024-07-15,P010,C053,39,482,18798,0,2480,2024-07-30
V002263,2024-07-15,P009,C011,19,1776,33744,2356,1205,2024-08-09
V002264,2024-07-15,P013,C021,10,3211,32110,0,210,2024-08-11
V002265,2024-07-15,P002,C024,17,12360,210120,14280,599,2024-08-07
V002266,2024-07-15,P006,C038,43,6017,258731,7869,2018,2024-08-08
V002267,2024-07-15,P009,C038,28,1755,49140,4060,1118,2024-08-08
V002268,2024-07-15,P001,C029,30,14900,447000,18000,1203,2024-08-11
V002269,2024-07-15,P006,C036,15,6507,97605,0,779,2024-07-31
V002270,2024-07-15,P002,C038,25,13406,335150,0,948,2024-08-08
V002271,2024-07-15,P007,C027,9,750,6750,450,288,2024-07-30
V002272,2024-07-15,P004,C051,75,10555,791625,0,3008,2024-08-03
V002273,2024-07-16,P017,C060,64,2337,149568,7232,2591,2024-07-29
V002274,2024-07-16,P007,C031,26,806,20956,0,1377,2024-08-08
V002275,2024-07-16,P013,C042,18,3242,58356,0,852,2024-08-06
V002276,2024-07-16,P020,C065,18,14727,265086,0,805,2024-08-11
V002277,2024-07-16,P017,C053,61,2439,148779,671,2730,2024-07-31
V002278,2024-07-16,P006,C027,28,6403,179284,0,1586,2024-07-31
V002279,2024-07-16,P001,C032,27,15085,407295,11205,927,2024-08-12
V002280,2024-07-16,P010,C077,23,431,9913,437,1396,2024-07-31
V002281,2024-07-16,P005,C008,6,923,5538,0,134,2024-08-03
V002282,2024-07-16,P019,C037,10,3015,30150,0,596,2024-07-25
V002283,2024-07-16,P011,C004,29,491,14239,261,1422,2024-08-14
V002284,2024-07-16,P006,C028,25,6413,160325,0,1271,2024-08-15
V002285,2024-07-16,P011,C044,18,525,9450,0,675,2024-07-30
V002286,2024-07-16,P010,C017,20,449,8980,20,449,2024-08-12
V002287,2024-07-16,P001,C044,1,15474,15474,26,30,2024-07-30
V002288,2024-07-16,P004,C015,32,10995,351840,0,694,2024-08-13
V002289,2024-07-16,P007,C008,20,755,15100,900,1216,2024-08-03
V002290,2024-07-16,P003,C004,13,2579,33527,0,748,2024-08-14
V002291,2024-07-17,P004,C023,29,10435,302615,1885,1401,2024-08-11
V002292,2024-07-17,P014,C066,22,1142,25124,0,1224,2024-08-11
V002293,2024-07-17,P016,C055,45,1370,61650,0,2315,2024-07-24
V002294,2024-07-17,P017,C034,10,2191,21910,2590,378,2024-08-09
V002295,2024-07-17,P015,C025,15,1029,15435,0,373,2024-07-28
V002296,2024-07-17,P017,C018,17,2378,40426,1224,542,2024-07-25
V002297,2024-07-17,P004,C007,9,10475,94275,225,386,2024-08-03
V002298,2024-07-17,P002,C065,14,12980,181720,3080,338,2024-08-12
V002299,2024-07-17,P010,C074,22,451,9922,0,577,2024-08-14
V002300,2024-07-17,P020,C054,40,13872,554880,25120,2388,2024-08-10
V002301,2024-07-18,P018,C078,62,2682,166284,13516,1665,2024-07-26
V002302,2024-07-18,P015,C012,37,948,35076,1184,1572,2024-08-03
V002303,2024-07-18,P013,C073,13,3219,41847,0,604,2024-08-14
V002304,2024-07-18,P017,C040,29,2582,74878,0,630,2024-07-31
V002305,2024-07-18,P007,C014,4,810,3240,0,144,2024-08-05
V002306,2024-07-18,P005,C056,15,930,13950,0,605,2024-07-30
V002307,2024-07-18,P001,C072,19,16181,307439,0,1116,2024-07-30
V002308,2024-07-18,P001,C057,12,13874,166488,19512,364,2024-07-26
V002309,2024-07-18,P008,C067,23,624,14352,598,521,2024-08-16
